X1,y
2.125,0.001010741
1100,0.449021055
2212.5,0.926715541
8.875,0.00350738
5055555.556,832.9848964
22.125,0.008687387
9011111.111,569.0672411
888750,372.7964552
1000000,389.4865918
1100000,401.8295219
2088888.889,469.0122349
44.375,0.025669722
2212.5,1.307090176
332.5,0.205991634
66.625,0.03798157
55500,32.59762791
6044444.444,579.5396595
9011111.111,586.5057196
8.875,0.010550133
10000,10.89573511
777.5,0.86584594
2088888.889,499.0418121
77.75,0.083852494
88875,82.21544522
2.125,0.002656182
44375,44.7068675
77750,53.00940958
10000,6.729766299
88.875,0.059816078
11,0.007462933
7775,5.273203897
44375,30.21431192
1000,0.670422193
2.125,0.001528374
666250,343.467312
777500,369.039757
777.5,0.479182084
8887.5,5.244662737
100,0.060730372
10,0.006359707
2.125,0.001133236
110000,56.08441678
1100,0.677129264
2088888.889,620.1460199
55.5,0.033488188
332500,145.0788936
77.75,0.018151365
100000,23.63101773
11,0.002481577
221250,52.67165995
6662.5,1.553477589
8.875,0.00200871
1000,0.233888159
1000000,265.6059057
8022222.222,1648.967576
2088888.889,655.7145675
7.75,0.002783942
22125,8.338115547
33.25,0.012315546
7775,2.898959386
555000,176.5675382
221.25,0.092619695
777.5,0.286708966
66625,24.12622256
44.375,0.016496671
55.5,0.020469798
77750,49.88653397
11000,7.828062419
777.5,0.577402452
66.625,0.049474219
3.25,0.002187696
332500,162.8670725
555000,236.931783
888750,314.3266198
1100000,347.3054062
110000,67.19068006
3077777.778,442.6384074
5550,3.954717781
443.75,0.316526252
8.875,0.006877483
888750,313.3803536
44375,30.17933566
3325,2.324247188
1100,0.783131663
11,0.008730246
88875,56.86671792
666250,281.1288957
66625,51.03557414
443.75,0.376306052
6044444.444,469.6775628
77750,58.16830018
33.25,0.029607687
777.5,0.68652083
2.125,0.001752243
332500,177.6254617
100,0.085625227
77750,60.08998405
3.25,0.002514559
443750,222.8822092
100,0.090644637
44.375,0.040814664
888.75,0.807333194
4437.5,4.029660361
110000,80.16597019
2212.5,2.00934492
777500,304.7880964
5550,5.99598265
77.75,0.087540284
4.375,0.004193815
1000,1.078544447
666.25,0.74102963
44375,43.14350978
6044444.444,479.7864595
10000,10.63922918
22.125,0.023147768
8022222.222,486.7905314
8022222.222,153.4094321
44375,66.14446849
4.375,0.019706956
221250,97.96164205
1000,4.299131296
10000,32.14412717
100000,82.11424691
2088888.889,140.5183354
88.875,0.383013522
10,0.044024836
8022222.222,133.5950625
44375,70.69600747
4.375,0.037570448
221250,95.11552708
1000,7.93073236
10000,43.27605899
100000,83.43340536
2088888.889,124.172997
88.875,0.764190626
10,0.085108566
77.75,55.45748609
666250,128.0292812
22.125,52.67281482
88875,111.4853022
3.25,42.24801365
2212.5,69.77853419
2088888.889,132.8056287
666.25,61.02276818
1000000,130.1837479
4.375,44.78311284
5.5,53.25499886
443750,120.9568639
2088888.889,130.6144177
3325,67.20602935
100,55.96885596
2.125,49.93527227
3.25,51.73491536
55.5,55.56983425
44375,94.51448652
6.625,53.63662862
555,18.27823516
110000,123.127553
55.5,2.007893879
4066666.667,125.709291
2.125,0.078432991
1100,32.95499784
5550,82.73289345
5.5,0.20261063
6.625,0.244583007
6044444.444,126.4252021
8887.5,45.54066064
66.625,0.829388316
221250,120.0432148
2.125,0.027678515
3325,23.60127933
3.25,0.041847195
11,0.139008486
443750,129.4618127
100,1.221912618
2088888.889,140.507222
4066666.667,282.8708785
33250,38.26057986
1100,1.287380516
77.75,0.088322939
6.625,0.007758313
666.25,0.768604266
7.75,0.009188739
7775,9.070152303
88.875,0.101364689
443750,202.6682293
8022222.222,123.1898127
44375,62.51865534
4.375,0.015389848
221250,90.58305418
1000,3.430111895
10000,27.11965809
100000,78.10053334
2088888.889,114.9128855
88.875,0.310068547
10,0.035261284
88.875,0.027894213
1000000,310.3948137
55.5,0.017466021
332.5,0.100001762
666.25,0.203502098
44375,13.73636587
5055555.556,632.5786194
1100,0.341837478
10000,3.085203092
6.625,0.002070423
2088888.889,347.1236791
100000,91.77961665
9011111.111,188.7729636
1000000,356.9679796
2.125,0.001949024
77.75,0.065019051
5550,4.702220116
6.625,0.00552441
66625,59.70283603
332.5,0.282202076
6044444.444,669.9783805
3077777.778,638.9187455
8.875,0.009210098
55500,59.99769539
777.5,0.785841802
555000,434.127583
5550,5.660595412
221.25,0.231160386
88.875,0.090185781
7775,7.903842039
666250,158.6357905
6044444.444,186.2365848
5550,9.512454839
6662.5,11.37999021
1100000,166.732065
110,0.192916195
777.5,1.329373489
10,0.017695178
66625,80.78670219
22125,35.13528679
8022222.222,107.4237279
44375,66.30707684
4.375,0.028580889
221250,85.45657551
1000,5.999591685
10000,36.33949015
100000,77.98216291
2088888.889,100.1312779
88.875,0.581185875
10,0.064310078
888750,99.1836415
443.75,81.94305802
5.5,62.75926433
6.625,64.59839461
666250,99.14692471
77.75,76.16221905
10,67.98851078
44375,91.72190082
666.25,83.12563898
777.5,83.62389116
8022222.222,166.419555
44375,117.5848535
4.375,0.072226169
221250,138.9852631
1000,15.71780306
10000,81.92811853
100000,129.695089
2088888.889,158.7008787
88.875,1.444746158
10,0.164929738
2088888.889,119.1199684
555,0.619752418
5.5,0.006149627
10000,9.866428637
7033333.333,132.1895941
77.75,0.086232298
6.625,0.007477317
44.375,0.050164799
100000,54.04349868
11,0.012662583
2212.5,2.376261441
66.625,0.075963222
88875,44.55219393
100,0.114175745
443750,94.57127781
44.375,0.049569672
7.75,0.008526637
55500,33.18550434
3325,3.509394027
6662.5,6.597696059
3325,3.697613166
4.375,0.005129773
888750,120.5727301
77.75,0.093974067
221250,78.77533624
2.125,0.00257533
1100,1.266354173
22125,18.2364428
66625,39.52686108
7.75,0.008956657
8022222.222,69.36038806
44375,39.49559053
4.375,0.027819874
221250,45.9993757
1000,5.821224721
10000,27.20024888
100000,43.01709631
2088888.889,58.43915231
88.875,0.582981961
10,0.064009857
555,7.920502717
11,0.167658791
10000,53.8171591
100,1.444653477
2.125,0.03547998
332.5,4.682380618
443750,197.2525845
44375,98.10362525
55.5,0.835798249
4066666.667,246.594103
6.625,0.101323665
8.875,0.133911483
5550,43.98279835
77.75,1.093407806
1100,13.59193769
666250,213.6945271
77750,134.3657849
2.125,0.028338693
88875,140.4736104
100000,145.9039013
5.5,0.119627067
555,10.56043936
2.125,0.046644999
44375,102.2636216
88.875,1.889241521
11,0.248076966
100000,137.4323958
888750,225.6355083
8887.5,55.86555124
888.75,15.73235376
3325,23.13397876
4437.5,28.69956862
888750,208.3899388
44.375,0.414037951
44375,95.20908004
332.5,2.785986846
7.75,0.072181799
666250,201.0656678
4.375,0.040776249
10000,47.02667006
55500,110.2854096
4066666.667,247.3914524
3325,34.64783787
4.375,0.089589775
1000000,221.2190149
77.75,1.559210791
332500,187.9168707
2.125,0.039487315
1100,16.99066318
22125,78.87142212
2088888.889,223.9058094
555,1.437746086
5.5,0.013872851
10000,23.37851698
7033333.333,242.9326105
77.75,0.201966734
9011111.111,243.2605175
33.25,0.088242601
88875,117.2406798
10,0.026787041
3077777.778,42.41660952
5550,2.369751405
443.75,0.20073587
8.875,0.004008321
888750,37.48995051
44375,13.33141338
3325,1.466066817
1100,0.492960996
11,0.00498776
88875,19.74991974
3.25,0.001679574
221250,132.7916365
8887.5,4.518774159
3077777.778,350.5267376
443.75,0.230105453
5055555.556,374.9343291
332500,188.6334327
4.375,0.002266002
44375,23.18859228
1000,0.501716886
2088888.889,214.2791011
666.25,0.349330655
11,0.005381286
3.25,0.001562667
443750,160.5644447
221250,109.5332073
66.625,0.034821444
77.75,0.04071735
44375,24.70877046
77750,44.13603656
888750,198.0422884
777.5,7.216639906
555000,187.4827376
22.125,0.386669388
88.875,1.425460345
22125,54.67321073
5550,21.98381495
110000,130.8851993
2.125,0.038528828
44375,84.9452104
100,0.163784248
3077777.778,333.7691591
1100,1.806666284
3.25,0.005182656
777500,284.8435893
8887.5,13.41806148
6.625,0.01093223
33.25,0.056438487
55500,66.75839199
2212.5,3.797524696
10000,135.5833535
666250,199.8031461
1000000,203.7377197
110000,176.4718216
3.25,0.570057964
1100,92.03414733
55.5,9.556515038
4.375,0.744387259
110,17.66651596
3325,115.6370772
7.75,0.005210553
22125,15.79756203
2.125,0.0016047
332500,182.8646494
3.25,0.002372806
8022222.222,541.7747795
55.5,0.038767821
66625,44.90500091
77.75,0.054738298
443.75,0.316911862
5.5,1.450805134
1100,31.96163088
2.125,0.659553504
77750,73.12957456
77.75,13.56493383
1100000,132.1276882
7775,38.94498395
10,2.688548795
3325,35.81532762
7.75,2.06310081
3.25,0.070865427
44.375,0.954205517
1100,16.85712212
2212.5,26.18050141
221250,49.27903225
33250,47.20896519
1100000,49.91162406
3077777.778,49.73126503
66625,48.6756676
6.625,0.144597459
8022222.222,80.6752968
44375,63.02435031
4.375,0.014640633
221250,75.42078563
1000,3.343370357
10000,29.2890864
100000,71.60370312
2088888.889,78.15755728
88.875,0.293019023
10,0.033734302
44.375,0.058943827
777.5,1.056734905
2.125,0.003053125
1100000,263.9454943
7775,10.49541757
888750,256.464452
5055555.556,308.0372925
9011111.111,314.8783265
1000,1.342423001
7033333.333,314.2922842
55500,34.11143879
4066666.667,543.7248481
3325,2.705312703
4.375,0.003623768
1000000,357.5738771
77.75,0.061404474
332500,145.6488679
2.125,0.001768431
1100,0.900014243
22125,15.78099423
777500,112.2486081
555,0.786635456
332500,100.9012221
443750,105.2091633
110000,76.88665374
5550,7.797104814
6.625,0.009389998
22.125,0.031088844
2.125,0.003189341
55.5,0.078801852
1100,0.972029717
5550,5.016293004
3.25,0.002903201
332500,160.5761704
443750,172.7542025
555000,181.5092578
55500,50.56644421
88.875,0.078327516
4066666.667,242.0033243
555,0.498373526
443.75,0.269318481
100000,47.31162504
77.75,0.046583484
1000000,326.9879423
5.5,0.003454207
2088888.889,479.7310094
777500,269.2329093
55500,28.80035889
11000,6.445523562
100,0.060399376
7.75,0.000256877
2.125,4.23E-05
332.5,0.008672139
6044444.444,43.95608972
8.875,0.000289091
5550,0.162802628
3.25,8.49E-05
22125,0.626805066
777500,16.33442188
33250,0.940851459
1000000,150.5354062
100,0.133147047
555000,139.8235637
3325,4.247738647
11000,13.61855606
88875,80.06211764
888.75,1.1700115
6.625,0.008771804
5055555.556,169.8578686
100000,85.73644427
666250,93.03508173
6.625,0.092973335
555,7.267878354
443750,89.60770558
7033333.333,111.3127079
888.75,11.10291379
4.375,0.059935711
100000,76.75254089
66.625,0.895623669
5550,39.19222888
8.875,0.117361773
777500,27.90600069
443750,26.65181868
555,5.106961374
100,1.225280113
4437.5,14.85351154
1100000,28.59510035
55500,23.19578653
22.125,0.288166806
4066666.667,31.06964711
8022222.222,120.3072725
44375,69.03058719
4.375,0.028318968
221250,90.95520792
1000,6.01367528
10000,36.69464625
100000,82.08581666
2088888.889,112.2701673
88.875,0.57337252
10,0.065092412
9011111.111,444.080789
555000,328.1126187
22.125,18.50854824
44375,99.60239346
110,29.62383265
332.5,35.48752584
3325,56.53200868
100000,145.1347425
110000,152.8203153
221250,224.6310288
1000000,59.6324977
2212.5,9.461818378
8.875,0.059473851
10,0.067219757
44375,33.26433613
44.375,0.296125577
10000,19.02754217
777500,58.26513367
55.5,0.367536053
66.625,0.4384443
6.625,0.760620484
443750,69.89895179
11000,45.96582621
888750,73.80955048
3077777.778,80.67772417
110000,62.20290435
555,22.00905921
2.125,0.242519545
77750,60.33516508
4.375,0.505893494
555,7.26298678
33250,51.7545959
1100,12.82768882
44.375,0.624818739
11000,43.76813957
2.125,0.030330743
6662.5,38.04155916
7033333.333,86.38995367
8.875,0.119424454
8022222.222,86.63460394
2088888.889,62.40566761
33.25,0.10511922
6.625,0.020681233
888.75,2.586706938
33250,29.39604829
77750,38.03958048
777500,56.72526135
110,0.337802342
1000000,58.46237347
2.125,0.006588709
666250,131.5761318
666.25,107.3393864
9011111.111,131.6259702
4.375,1.065391901
44375,130.9376553
7775,129.5603661
777500,131.5630806
2088888.889,129.9301625
100,25.79918713
10000,130.0446249
8022222.222,135.2569965
44375,132.6920518
4.375,0.136302442
221250,133.5460296
1000,36.04888213
10000,124.3602503
100000,133.8190353
2088888.889,133.5243417
88.875,2.839295359
10,0.319958486
4437.5,86.42604532
7775,105.2439296
7.75,0.173149618
2.125,0.046863893
10000,110.7321168
666.25,15.62769529
22125,121.59627
33250,124.4565649
44375,125.5640076
221250,130.4787613
888.75,33.44763507
8022222.222,67.93644489
888750,67.62952476
666.25,30.19117806
8.875,1.139071947
4066666.667,67.47536781
77750,66.27891535
666250,67.61669603
33.25,4.009438674
7775,56.58599327
888750,67.92573113
33250,62.66050981
8887.5,53.23460683
2.125,0.145358817
22.125,1.442742191
1100000,67.92783026
777.5,25.25652844
10000,54.3371183
88.875,5.489343106
110,6.504911764
8022222.222,126.8469269
3325,34.96040312
44375,91.33154357
22125,78.80477032
2.125,0.048389725
66625,96.57025599
2088888.889,120.9963842
888.75,14.66817595
3.25,0.074498004
44.375,0.987435615
8022222.222,61.55614071
44375,50.11563562
4.375,0.044422117
221250,57.16185429
1000,8.342822426
10000,34.20045825
100000,54.8686897
2088888.889,59.66495029
88.875,0.89870375
10,0.101245764
8022222.222,64.20134152
44375,23.65306738
4.375,0.007438509
221250,39.35292635
1000,1.597067308
10000,10.89286772
100000,31.47125999
2088888.889,58.48452075
88.875,0.150535327
10,0.016543337
555,15.65113305
11,12.40421039
10000,29.00052464
100,14.51148334
2.125,7.346372126
332.5,15.27501263
443750,123.5196034
44375,64.25893311
55.5,14.37387203
4066666.667,147.9117614
8022222.222,41.40022797
44375,19.743277
4.375,0.004230848
221250,33.69983476
1000,0.989648656
10000,7.869336995
100000,27.58400366
2088888.889,40.05784231
88.875,0.089644644
10,0.009953803
8022222.222,271.3892108
44375,203.9188539
4.375,0.08601789
221250,234.7645427
1000,18.74532411
10000,143.0680619
100000,221.95184
2088888.889,256.4761117
88.875,1.804395312
10,0.18803352
11,0.119782607
77750,51.0829395
1000,9.052979571
1100,9.77481336
2.125,0.023080883
6662.5,31.57156193
44.375,0.467244133
22.125,0.239636432
55500,48.77782979
221250,59.39018266
3.25,0.18316123
221250,120.5717788
888.75,38.47511294
88.875,5.124118156
8887.5,80.44288671
10,0.572126844
110,6.161902868
443.75,22.45140021
555000,131.857519
5550,75.18403581
8022222.222,73.83008192
44375,29.55675057
4.375,0.007522833
221250,46.13856299
1000,1.602997577
10000,12.48360368
100000,38.36859711
2088888.889,66.46385899
88.875,0.149241115
10,0.016631479
5055555.556,229.0239366
4.375,0.027803135
33.25,0.216177465
44.375,0.289045333
332500,184.649769
3325,19.57636863
888.75,5.671307875
88875,143.3422691
66625,131.2664628
7033333.333,231.4865604
44.375,0.722658281
88875,95.31670312
666250,108.7986052
44375,85.23212844
66.625,1.068542503
2.125,0.034629845
8887.5,52.55304973
4.375,0.071512116
332500,106.1029128
22125,72.22792987
3077777.778,103.9330968
777.5,22.84813021
22125,74.39557967
3325,44.6084042
7033333.333,107.3691069
77.75,6.357587033
666250,96.475212
5.5,0.573516064
55500,82.87162236
888.75,24.34467104
888.75,18.57597413
8022222.222,133.3984652
888750,121.4507561
666.25,16.34465314
8.875,0.588024071
4066666.667,130.5371963
77750,90.45803551
666250,118.9935758
33.25,1.927108616
7775,43.81407197
4066666.667,67.72140374
88875,61.54507194
22.125,38.17675734
2212.5,49.87787356
3325,52.70240136
10,38.14984182
4437.5,54.14278494
6662.5,54.46027332
888.75,44.51321061
44.375,38.21042844
2088888.889,61.34249848
4437.5,51.18191295
888750,60.82501322
5550,51.98388711
443750,61.91397534
55.5,39.19177226
3.25,38.02631201
88.875,39.42324803
88875,60.55641001
8022222.222,64.75055278
10,0.008479443
888.75,0.728349526
110000,76.61557173
11000,8.938631026
555000,307.2390465
6662.5,5.388016462
100,0.083486135
7033333.333,548.0596831
2.125,0.001726504
3.25,0.002711589
8887.5,32.47930937
5.5,0.033554653
88.875,0.52961648
100000,175.061268
11,0.067495915
221250,274.9651537
66625,134.5564138
1100000,433.4205246
9011111.111,508.0157718
2088888.889,459.179176
7775,116.3869591
33.25,8.319777408
1000000,125.7267789
221250,125.4688396
888.75,79.42897122
3325,104.9602621
88875,124.7297841
88.875,20.08565665
3.25,0.861052748
7.75,1.987046809
33250,13.47139646
888750,326.4005273
44.375,0.018058793
77750,29.95578897
7033333.333,345.7445449
4437.5,1.830783887
4.375,0.001869624
3077777.778,513.8828168
88.875,0.035878285
555000,204.2763708
443750,324.2386755
666250,398.8237879
11000,10.48414274
5.5,0.005267775
5550,5.304948339
555,0.534729707
3077777.778,575.3029207
666.25,0.641346273
4066666.667,597.6165863
7033333.333,627.1029914
22.125,0.028100805
66625,80.14843786
7775,9.788927956
88875,106.0897749
3077777.778,595.8058691
5550,6.997638735
5055555.556,635.5608136
55.5,0.070299583
2.125,0.002743289
9011111.111,652.0490339
100000,12.99970818
777500,63.03696793
66625,9.092248324
44.375,0.007174928
1100000,76.54050352
4.375,0.000692041
555,0.092798399
77.75,0.012900342
666.25,0.11189402
2.125,0.000354844
3077777.778,91.00799532
5550,0.665269179
443.75,0.053525723
8.875,0.001056338
888750,57.09942156
44375,4.867963308
3325,0.397639347
1100,0.133668911
11,0.001305853
88875,9.06898478
8022222.222,84.77639869
44375,42.45651407
4.375,0.028936106
221250,58.47842579
1000,5.786566562
10000,27.47378811
100000,49.58473045
2088888.889,79.60548312
88.875,0.572587448
10,0.065871305
11000,26.1503517
2088888.889,62.98690199
88875,40.29288037
1100,12.26074938
8.875,0.184929195
2.125,0.042980556
5550,22.53187802
5055555.556,65.31023226
55.5,1.110493887
777.5,10.07598073
3077777.778,262.0667619
5550,9.781155933
443.75,0.769380663
8.875,0.015014933
888750,236.2677871
44375,74.23262706
3325,5.754293575
1100,1.901631574
11,0.018728088
88875,121.9303421
6662.5,3.107843866
443750,117.5415652
8022222.222,154.1331834
110000,59.37555215
221250,94.85711715
100,0.045403636
8887.5,4.175007067
3.25,0.001343688
1000000,134.4293154
332.5,0.147740467
88875,31.73827436
666250,41.42347843
5.5,0.273047297
221.25,4.967820221
2.125,0.10795446
443.75,7.799083302
1000,11.70666178
555,8.900822787
5550,20.74487758
1100,12.1493416
8.875,10.97215172
443750,210.0529693
77750,70.87656704
2088888.889,271.4171527
221.25,13.90042628
11000,21.61915334
100,13.4065517
44375,45.76584546
777.5,14.14013569
2.125,6.511777973
10,13.25909898
777.5,103.0143653
33.25,31.17189773
3.25,5.320152258
443750,198.5661348
5550,151.0712157
66625,180.610981
66.625,43.4644028
555,93.37170779
44375,176.2353989
666.25,11.52713304
1000,12.5919532
2212.5,15.26122407
1000000,221.2365918
9011111.111,264.2503118
6.625,3.81840824
221250,151.6354358
55500,65.57907657
2.125,1.770577864
88.875,8.15588256
88.875,0.104980505
6044444.444,143.5092641
1000,1.18572685
44.375,0.052163342
2212.5,2.616738351
10000,10.71851735
777500,118.5363332
55.5,0.065097831
888750,120.9162651
11,0.013283185
666250,126.7826899
11,0.942513161
443750,122.8836282
3077777.778,138.4054295
33250,89.77239471
3325,58.41860596
2.125,0.170888157
100,7.820694662
6044444.444,142.4957987
100000,105.7940679
88875,111.7848568
666250,134.2172278
5.5,0.788617559
221.25,21.93808424
2.125,0.303589779
443.75,38.39994172
1000,55.40174151
555,44.27828104
5550,77.44386664
1100,56.63351296
332.5,51.7396635
55.5,19.78575056
1100,74.09135511
8887.5,93.1705629
88.875,27.97411136
4.375,1.880774043
3325,83.79006181
888.75,72.61734163
77750,119.1115763
9011111.111,161.1150608
33.25,54.3921481
1100000,150.0442134
10000,85.58998519
100,62.79881859
5.5,27.041698
3077777.778,157.1557275
33250,101.5861025
44375,106.5498416
55500,110.5163595
66625,113.7277736
4437.5,63.63582097
100,55.17373397
6.625,54.05169264
7033333.333,128.8417974
55500,86.25279531
777.5,57.44375487
22125,76.78068916
33.25,54.77230938
4.375,53.64742316
66625,88.24650952
443750,376.8996418
100000,139.7676876
88.875,1.953044083
55.5,1.237137809
888.75,14.96916865
555000,423.4696446
6.625,0.166423948
6662.5,46.97218003
44375,95.8274258
66625,113.9562236
8.875,0.462824156
110000,148.8634788
55500,106.5097161
66625,114.5921807
77750,122.9728139
110,4.567588812
2.125,0.085444832
332500,316.9230562
1000,25.36437539
11000,61.68725483
1100000,509.7881006
1000,18.79789522
22.125,0.676043679
7.75,0.243783059
11000,55.68476541
6662.5,46.88338758
2.125,0.062123435
77.75,2.304239383
666.25,14.64984571
3.25,0.110110561
88875,18.32381522
22125,4.611072819
888.75,0.187981611
88.875,0.019480474
4066666.667,699.7815129
5550,1.172072276
555,0.121144265
5.5,0.001114357
8022222.222,860.1809648
